index,value
601,2.99157e-05
602,3.04226e-05
603,3.05527e-05
604,4.84404e-08
605,3.03658e-05
606,5.07103e-08
607,4.92132e-08
608,3.04884e-05
609,4.98298e-08
610,2.96402e-05
611,3.03702e-05
612,3.0172e-05
613,3.03314e-05
614,2.97962e-05
615,3.01937e-05
616,2.99132e-05
617,3.06084e-05
618,3.03226e-05
619,4.82686e-08
620,3.06762e-05
621,3.00547e-05
622,3.04221e-05
623,4.83308e-08
624,3.07115e-05
625,4.67079e-08
626,3.02337e-05
627,3.61913e-08
628,4.77425e-08
629,3.01501e-05
630,2.95779e-05
631,2.92096e-05
632,3.14878e-05
633,2.94918e-05
634,3.07046e-05
635,3.02132e-05
636,3.06267e-05
637,3.13025e-05
638,3.02221e-05
639,3.14196e-05
640,3.22212e-05
641,3.06852e-05
642,3.16231e-05
643,3.1775e-05
644,3.13304e-05
645,3.40993e-05
646,3.45086e-05
647,3.42678e-05
648,3.44662e-05
649,3.39501e-05
650,3.3836e-05
651,4.74634e-08
652,3.04736e-05
653,4.73244e-08
654,3.15448e-05
655,3.2698e-05
656,3.07055e-05
657,3.03695e-05
658,3.01662e-05
659,3.02443e-05
660,3.06067e-05
661,3.02032e-05
662,3.79824e-08
663,3.08762e-05
664,3.0478e-05
665,3.02368e-05
666,3.08564e-05
667,3.01209e-05
668,3.04925e-05
669,3.01424e-05
670,3.03432e-05
671,3.09893e-05
672,4.20575e-08
673,3.18781e-05
674,4.61166e-08
675,3.0215e-05
676,3.06864e-05
677,4.43374e-08
678,3.14953e-05
679,3.22804e-05
680,4.43264e-08
681,4.73831e-08
682,3.0335e-05
683,4.75312e-08
684,4.65175e-08
685,3.29343e-05
686,4.38987e-08
687,4.40446e-08
688,2.97838e-05
689,2.94488e-05
690,4.18161e-08
691,2.98865e-05
692,3.03138e-05
693,3.0332e-05
694,3.0125e-05
695,3.01597e-05
696,3.00663e-05
697,4.38753e-08
698,4.35924e-08
699,4.29625e-08
700,3.07982e-05
701,4.50413e-08
702,3.05563e-05
703,4.28854e-08
704,3.04541e-05
705,3.134e-05
706,4.32132e-08
707,3.00655e-05
708,3.1151e-05
709,3.02353e-05
710,4.29302e-08
711,4.51871e-08
712,3.04706e-05
713,4.34768e-08
714,3.23754e-05
715,4.48686e-08
716,3.19383e-05
717,3.26831e-05
718,4.32217e-08
719,3.03123e-05
720,3.0782e-05
721,4.2015e-08
722,3.13782e-05
723,4.20651e-08
724,3.05353e-05
725,4.31338e-08
726,4.14962e-08
727,3.06204e-05
728,3.11722e-05
729,3.0167e-05
730,3.04137e-05
731,4.30492e-08
732,4.51166e-08
733,3.02177e-05
734,4.28767e-08
735,4.49133e-08
736,3.12878e-05
737,3.50961e-05
738,3.14947e-05
739,3.13936e-05
740,3.49751e-05
741,3.15744e-05
742,3.03371e-05
743,2.99812e-05
744,2.94303e-05
745,3.0834e-05
746,3.84504e-08
747,3.04652e-05
748,3.09617e-05
749,2.87554e-05
750,3.07663e-05
751,2.9193e-05
752,3.07391e-05
753,3.99664e-08
754,3.08063e-05
755,2.9749e-05
756,3.16793e-05
757,3.91036e-08
758,3.11738e-05
759,3.02478e-05
760,3.07739e-05
761,3.07472e-05
762,3.02866e-05
763,2.9821e-05
764,2.96973e-05
765,2.96465e-05
766,3.14729e-05
767,3.30778e-08
768,3.14166e-05
769,2.89264e-05
770,3.04596e-05
771,3.17997e-05
772,3.01434e-05
773,3.11575e-05
774,3.12331e-05
775,3.15893e-05
776,3.99904e-08
777,3.06327e-05
778,3.66048e-08
779,3.02378e-05
780,3.09936e-05
781,3.11136e-05
782,3.03299e-05
783,3.11199e-05
784,2.97464e-05
785,3.08325e-05
786,3.03831e-05
787,3.10512e-05
788,3.24356e-08
789,3.00212e-05
790,3.013e-05
791,3.80175e-08
792,3.12117e-05
793,3.74775e-08
794,2.98111e-05
795,2.93841e-05
796,2.9694e-05
797,3.00428e-05
798,2.91877e-05
799,3.07474e-05
800,2.93513e-05
801,3.85513e-08
802,3.74369e-08
803,3.07208e-05
804,3.96314e-08
805,3.83409e-08
806,3.73264e-08
807,3.13736e-05
808,3.24048e-05
809,3.1034e-05
810,3.9316e-08
811,3.08046e-05
812,3.50463e-05
813,3.32576e-05
814,3.18444e-05
815,3.4504e-05
816,3.12297e-05
817,4.3005e-08
818,3.53054e-05
819,3.22495e-05
820,4.22052e-08
821,3.32697e-05
822,3.24086e-05
823,3.30378e-05
824,3.29541e-05
825,3.235e-05
826,3.21581e-05
827,3.07325e-05
828,3.69885e-08
829,2.96539e-08
830,3.63684e-08
831,3.12937e-05
832,4.21731e-08
833,4.21702e-08
834,3.5874e-05
835,4.20401e-08
836,4.19223e-08
837,3.56976e-05
838,4.57791e-08
839,4.35768e-08
840,3.87353e-05
841,4.47008e-08
842,3.66936e-05
843,3.83992e-05
844,3.8683e-08
845,3.20794e-05
846,3.94569e-08
847,3.54514e-08
848,3.39417e-05
849,3.11569e-05
850,3.55946e-05
851,3.65207e-05
852,4.37842e-08
853,3.67248e-05
854,3.09756e-05
855,2.7615e-08
856,3.56637e-05
857,3.71771e-05
858,4.14071e-08
859,4.00057e-05
860,4.13605e-05
861,4.70326e-08
862,4.31259e-05
863,4.74316e-08
864,4.44319e-05
865,3.56263e-05
866,3.70905e-05
867,3.57055e-05
868,3.37905e-05
869,3.19496e-05
870,3.12132e-05
871,3.41643e-05
872,3.17059e-05
873,3.16943e-05
874,3.56673e-05
875,4.12074e-08
876,3.47733e-08
877,3.503e-05
878,4.1089e-08
879,3.46946e-08
880,3.22577e-05
881,3.89693e-08
882,3.44219e-08
883,3.19536e-05
884,3.6762e-08
885,3.52422e-08
886,3.1004e-05
887,3.66447e-08
888,3.49719e-08
889,3.08832e-05
890,3.59924e-08
891,3.06376e-05
892,3.39284e-08
893,3.19865e-05
894,3.12148e-05
895,3.08771e-05
896,3.07516e-05
897,3.06769e-05
898,3.0082e-05
899,3.17368e-05
900,3.13098e-08
901,3.09725e-05
902,3.64786e-08
903,3.75301e-08
904,3.16048e-05
905,3.35401e-05
906,3.07165e-05
907,3.0603e-05
908,3.17525e-08
909,3.36299e-08
910,3.47733e-08
911,3.14045e-05
912,3.35665e-08
913,3.13451e-05
914,3.04879e-05
915,3.14649e-05
916,3.31148e-08
917,2.9537e-05
918,3.11382e-05
919,2.98521e-05
920,3.20632e-05
921,3.01264e-05
922,3.10945e-05
923,3.37131e-08
924,3.17284e-08
925,3.46877e-08
926,3.00965e-05
927,3.23358e-08
928,2.61626e-08
929,3.08464e-05
930,3.19301e-05
931,3.09599e-05
932,3.0469e-05
933,3.14557e-05
934,2.98303e-05
935,3.16087e-05
936,3.26449e-08
937,2.94029e-05
938,3.06299e-05
939,3.02851e-05
940,3.11853e-05
941,3.10408e-05
942,3.08713e-05
943,3.15695e-05
944,3.16985e-05
945,3.07648e-05
946,3.2903e-08
947,2.99728e-05
948,3.08162e-05
949,3.06584e-05
950,3.06791e-05
951,3.11541e-05
952,3.4186e-05
953,3.5268e-05
954,3.72195e-08
955,3.01122e-05
956,2.28565e-08
957,3.24466e-05
958,3.52476e-05
959,3.74917e-05
960,3.40982e-05
961,3.09267e-05
962,3.15722e-08
963,3.92848e-05
964,4.10003e-05
965,4.20751e-08
966,3.90161e-05
967,4.05553e-05
968,4.29148e-08
969,3.09292e-05
970,3.4995e-05
971,3.90758e-05
972,4.2812e-05
973,4.08805e-05
974,4.06526e-05
975,4.24764e-05
976,4.43423e-05
977,3.34392e-05
978,2.43692e-08
979,3.18903e-05
980,3.18648e-05
981,3.24157e-05
982,3.22835e-08
983,3.11541e-05
984,3.12167e-08
985,3.0709e-08
986,3.00803e-05
987,3.11291e-05
988,3.10092e-08
989,3.04015e-05
990,3.08956e-05
991,3.0539e-05
992,3.05129e-05
993,3.00318e-05
994,3.08225e-05
995,2.89249e-05
996,3.05297e-08
997,3.09743e-08
998,3.0364e-05
999,3.10076e-08
1000,3.0014e-08
1001,2.92544e-08
1002,3.13181e-05
1003,3.10073e-05
1004,2.99336e-05
1005,3.06885e-05
1006,3.00063e-05
1007,3.10475e-05
1008,3.11699e-05
1009,3.01138e-05
1010,3.11232e-08
1011,2.77481e-08
1012,3.03801e-08
1013,3.10971e-05
1014,3.03767e-08
1015,2.97871e-05
1016,3.08934e-05
1017,3.19687e-05
1018,2.95511e-08
1019,2.99216e-05
1020,2.91553e-08
1021,2.89136e-08
1022,3.03967e-05
1023,3.12889e-05
1024,3.00486e-08
1025,3.07147e-08
1026,2.89897e-08
1027,3.06454e-05
1028,3.19963e-05
1029,2.93185e-08
1030,3.02119e-05
1031,3.03049e-05
1032,3.00188e-05
1033,3.08408e-05
1034,3.11679e-05
1035,3.15464e-05
1036,3.03169e-05
1037,3.11138e-05
1038,3.24765e-05
1039,2.23008e-08
1040,2.93811e-05
1041,2.93241e-05
1042,2.98972e-05
1043,2.98446e-08
1044,3.18247e-05
1045,3.00536e-08
1046,2.98107e-08
1047,3.0996e-05
1048,3.12639e-05
1049,3.04314e-08
1050,3.07055e-05
1051,3.05422e-05
1052,3.0703e-05
1053,3.15294e-05
1054,3.15768e-05
1055,3.26136e-05
1056,3.0277e-05
1057,3.14549e-05
1058,3.22982e-05
1059,2.64868e-08
1060,2.93191e-05
1061,3.09431e-05
1062,3.09491e-05
1063,3.15507e-05
1064,3.20756e-05
1065,3.41675e-05
1066,3.34126e-05
1067,3.23902e-05
1068,3.11022e-08
1069,3.17588e-08
1070,3.23983e-05
1071,3.0638e-08
1072,3.31282e-05
1073,3.43634e-05
1074,3.34118e-05
1075,3.54143e-05
1076,3.3033e-05
1077,3.37846e-05
1078,3.86665e-05
1079,3.75085e-05
1080,3.61528e-08
1081,3.49311e-08
1082,3.70454e-05
1083,3.62212e-08
1084,3.72231e-08
1085,3.74373e-05
1086,3.61439e-08
1087,3.70025e-08
1088,3.68452e-05
1089,3.12904e-08
1090,3.83382e-05
1091,3.72529e-08
1092,3.10702e-08
1093,3.75549e-05
1094,3.66939e-08
1095,3.65726e-05
1096,3.61506e-05
1097,3.60921e-08
1098,3.65882e-05
1099,4.31338e-05
1100,4.33498e-05
1101,4.4906e-05
1102,4.25455e-05
1103,4.2567e-05
1104,2.97498e-05
1105,3.11339e-05
1106,3.08663e-05
1107,3.25102e-05
1108,2.66888e-08
1109,3.57176e-05
1110,3.38819e-08
1111,3.43235e-05
1112,3.57292e-05
1113,3.50036e-08
1114,3.44759e-05
1115,3.47336e-05
1116,4.74263e-05
1117,3.50586e-05
1118,3.29733e-05
1119,3.08967e-05
1120,2.9708e-05
1121,2.86778e-05
1122,3.0407e-05
1123,2.9364e-05
1124,3.10923e-05
1125,3.01789e-05
1126,2.88743e-05
1127,3.07443e-05
1128,2.97395e-05
1129,3.11021e-05
1130,3.2938e-05
1131,3.04088e-05
1132,2.92377e-08
1133,3.18031e-05
1134,2.88892e-08
1135,3.07079e-05
1136,3.06621e-05
1137,3.09638e-05
1138,3.27582e-05
1139,3.16974e-05
1140,3.15973e-05
1141,3.10044e-05
1142,2.70096e-08
1143,2.93384e-08
1144,3.19589e-05
1145,2.68435e-08
1146,3.06425e-05
1147,3.05183e-05
1148,3.30119e-05
1149,2.71973e-08
1150,3.52582e-05
1151,2.96273e-05
1152,3.13869e-05
1153,3.47161e-05
1154,3.29283e-05
1155,3.04492e-05
1156,3.11889e-05
1157,3.16078e-05
1158,3.28198e-05
1159,2.40237e-08
1160,3.25352e-05
1161,3.29083e-05
1162,3.52746e-05
1163,3.13959e-05
1164,3.37035e-05
1165,3.21922e-05
1166,2.80985e-08
1167,3.17428e-05
1168,3.20632e-05
1169,3.38848e-05
1170,2.68852e-08
1171,2.97343e-05
1172,3.13883e-05
1173,3.12912e-05
1174,3.17967e-05
1175,3.25075e-05
1176,3.03893e-05
1177,3.16413e-05
1178,3.10536e-05
1179,3.46756e-05
1180,2.33569e-08
1181,3.00992e-05
1182,3.01493e-05
1183,2.5118e-08
1184,3.30022e-05
1185,2.51361e-08
1186,3.00877e-05
1187,2.88776e-05
1188,2.99288e-05
1189,3.07899e-05
1190,3.03088e-05
1191,3.19743e-05
1192,3.2056e-05
1193,2.76448e-08
1194,2.70794e-08
1195,3.37313e-05
1196,3.128e-08
1197,2.76219e-08
1198,3.32926e-05
1199,3.59315e-05
1200,2.78313e-08
1201,3.22564e-05
1202,3.30557e-05
1203,2.81449e-08
1204,3.44291e-05
1205,2.6056e-08
1206,4.145e-05
1207,3.79035e-05
1208,3.26625e-08
1209,3.14069e-08
1210,3.75259e-05
1211,4.31787e-05
1212,3.2921e-08
1213,3.79017e-05
1214,3.83511e-05
1215,3.35264e-08
1216,3.83863e-05
1217,5.08748e-05
1218,5.36836e-05
1219,4.23291e-08
1220,5.19521e-05
1221,5.27691e-05
1222,5.40487e-05
1223,3.28292e-08
1224,3.33891e-05
1225,4.42548e-08
1226,4.34108e-08
1227,5.39612e-05
1228,4.48803e-08
1229,5.63248e-05
1230,5.17322e-05
1231,3.30543e-08
1232,3.6853e-05
1233,3.30483e-08
1234,3.01819e-08
1235,3.5779e-05
1236,3.27928e-08
1237,3.74113e-05
1238,1.98201e-08
1239,3.63952e-05
1240,2.80485e-08
1241,3.83596e-05
1242,2.90574e-08
1243,3.57987e-05
1244,4.49423e-08
1245,4.92786e-05
1246,4.9084e-05
1247,3.27161e-05
1248,3.47307e-05
1249,5.29708e-05
1250,4.81085e-05
1251,5.07513e-05
1252,6.37974e-05
1253,6.2614e-05
1254,5.99612e-05
1255,7.00957e-05
1256,7.50972e-05
1257,6.92662e-05
1258,3.9767e-08
1259,4.60213e-08
1260,4.81578e-05
1261,3.96276e-08
1262,5.06252e-05
1263,5.34393e-05
1264,5.28938e-05
1265,4.31915e-08
1266,5.42388e-05
1267,6.60938e-05
1268,6.74535e-05
1269,5.34512e-08
1270,6.53407e-05
1271,6.75408e-05
1272,7.5162e-05
1273,3.66198e-08
1274,4.00268e-05
1275,4.07588e-08
1276,4.54267e-08
1277,4.89529e-05
1278,4.07037e-08
1279,4.52437e-08
1280,4.76548e-05
1281,3.71102e-08
1282,4.91779e-08
1283,4.07066e-05
1284,3.7055e-08
1285,4.90036e-08
1286,4.02243e-05
1287,3.19274e-08
1288,4.62748e-08
1289,3.57405e-05
1290,3.18723e-08
1291,4.61011e-08
1292,3.59035e-05
1293,2.84067e-08
1294,4.07e-08
1295,3.43828e-05
1296,2.8352e-08
1297,4.05261e-08
1298,3.4534e-05
1299,3.19761e-08
1300,3.5237e-05
1301,2.67233e-08
1302,4.28405e-05
1303,3.87336e-05
1304,4.15144e-05
1305,3.16778e-05
1306,2.69284e-08
1307,2.45801e-08
1308,2.93037e-08
1309,3.44509e-05
1310,2.31105e-08
1311,2.64497e-08
1312,2.16111e-08
1313,3.38047e-05
1314,3.56937e-05
1315,4.89591e-05
1316,5.14214e-05
1317,4.11543e-05
1318,3.57639e-08
1319,3.64604e-08
1320,4.00803e-05
1321,2.79493e-08
1322,3.36089e-05
1323,4.04381e-05
1324,3.67728e-05
1325,3.00944e-08
1326,2.96601e-05
1327,3.40904e-05
1328,3.29636e-05
1329,3.82748e-05
1330,3.33975e-05
1331,3.35634e-05
1332,2.53128e-08
1333,2.71684e-08
1334,2.38536e-08
1335,3.53463e-05
1336,2.27662e-08
1337,3.26902e-05
1338,3.08574e-05
1339,3.1844e-05
1340,2.31316e-08
1341,3.20758e-05
1342,3.39537e-05
1343,3.62815e-05
1344,3.85954e-05
1345,3.60671e-05
1346,3.23191e-05
1347,3.57675e-05
1348,3.80491e-05
1349,3.70221e-05
1350,2.44476e-08
1351,3.60176e-05
1352,3.52412e-05
1353,2.43268e-08
1354,2.68547e-08
1355,3.26497e-05
1356,2.33295e-08
1357,3.25162e-05
1358,3.11503e-05
1359,3.34263e-05
1360,2.3135e-08
1361,3.21789e-05
1362,3.33445e-05
